Time,runner_center_x,runner_center_y,Distance,Speed,Acceleration,Force,Power
0.0,3695.4173583984375,1151.7240600585938,0.0,0.0,0.0,0.0,0.0
0.018333333333333333,3695.712646484375,1151.2356567382812,0.0,0.0,0.0,0.0,0.0
0.034999999999999996,3695.2569580078125,1151.5330810546875,0.0,0.0,0.0,0.0,0.0
0.051666666666666666,3695.263671875,1151.7129516601562,0.0,0.0,0.0,0.0,0.0
0.06833333333333333,3695.473876953125,1151.5933837890625,0.0,0.0,0.0,0.0,0.0
0.085,3695.242431640625,1151.7608642578125,0.0,0.0,0.0,0.0,0.0
0.10166666666666667,3695.500244140625,1151.7284545898438,0.0,0.0,0.0,0.0,0.0
0.11833333333333333,3695.6661376953125,1151.9985961914062,0.0,0.0,0.0,0.0,0.0
0.135,3696.7490234375,1151.259521484375,0.0,0.0,0.0,0.0,0.0
0.1516666666666667,3695.424072265625,1152.3368530273438,0.0,0.0,0.0,0.0,0.0
0.16833333333333336,3696.2412109375,1151.4114379882812,0.0,0.0,0.0,0.0,0.0
0.18500000000000003,3696.0340576171875,1151.78515625,0.0,0.0,0.0,0.0,0.0
0.2016666666666667,3695.631591796875,1151.7916870117188,0.0,0.0,0.0,0.0,0.0
0.21833333333333335,3695.137451171875,1151.6817626953125,0.0,0.0,0.0,0.0,0.0
0.23500000000000001,3695.5853271484375,1151.5730590820312,0.0,0.0,0.0,0.0,0.0
0.25166666666666665,3695.90576171875,1151.7785034179688,0.0,0.0,0.0,0.0,0.0
0.2683333333333333,3695.6881103515625,1151.713134765625,0.0,0.0,0.0,0.0,0.0
0.285,3695.269287109375,1151.267578125,0.0,0.0,0.0,0.0,0.0
0.3016666666666667,3695.3206787109375,1151.165283203125,0.0,0.0,0.0,0.0,0.0
0.32,3694.35791015625,1151.7474365234375,0.0,0.0,0.0,0.0,0.0
0.33666666666666667,3693.7880859375,1151.5773315429688,0.0,0.0,0.0,0.0,0.0
0.35333333333333333,3693.4315185546875,1152.2423706054688,0.0,0.0,0.0,0.0,0.0
0.37,3692.6634521484375,1151.9697265625,0.0,0.0,0.0,0.0,0.0
0.38666666666666666,3692.492919921875,1151.8433227539062,0.0,0.0,0.0,0.0,0.0
0.4033333333333333,3693.1756591796875,1151.5728759765625,0.0,0.0,0.0,0.0,0.0
0.42,3693.5335693359375,1151.7550659179688,0.0,0.0,0.0,0.0,0.0
0.4366666666666667,3693.29052734375,1151.5894165039062,0.0,0.0,0.0,0.0,0.0
0.45333333333333337,3692.708740234375,1151.4182739257812,0.0,0.0,0.0,0.0,0.0
0.47000000000000003,3693.01171875,1151.6543579101562,0.0,0.0,0.0,0.0,0.0
0.4866666666666667,3693.063232421875,1151.963134765625,0.0,0.0,0.0,0.0,0.0
0.5033333333333334,3692.1492919921875,1151.7743530273438,0.0,0.0,0.0,0.0,0.0
0.52,3692.9598388671875,1151.9481201171875,0.0,0.0,0.0,0.0,0.0
0.5366666666666667,3692.7623291015625,1152.1250610351562,0.0,0.0,0.0,0.0,0.0
0.5533333333333335,3692.95361328125,1152.4284057617188,0.0,0.0,0.0,0.0,0.0
0.5700000000000001,3692.898681640625,1152.2145385742188,0.0,0.0,0.0,0.0,0.0
0.5866666666666668,3692.8201904296875,1152.0422973632812,0.0,0.0,0.0,0.0,0.0
0.6033333333333334,3693.77685546875,1152.360107421875,0.0,0.0,0.0,0.0,0.0
0.6200000000000001,3694.440673828125,1152.34765625,0.0,0.0,0.0,0.0,0.0
0.6366666666666667,3692.923828125,1152.4172973632812,0.0,0.0,0.0,0.0,0.0
0.6533333333333334,3691.7178955078125,1152.7613525390625,0.0,0.0,0.0,0.0,0.0
0.67,3693.1588134765625,1152.9358520507812,0.0,0.0,0.0,0.0,0.0
0.6866666666666668,3692.99658203125,1153.1246337890625,0.0,0.0,0.0,0.0,0.0
0.7033333333333334,3693.32275390625,1153.67333984375,0.0,0.0,0.0,0.0,0.0
